campaign_id,geo,vertical,traffic_source,device,os,bid,daily_budget,impressions,clicks,conversions,spend,revenue,created_at
camp_06781,GB,ecommerce,tiktok,mobile,android,0.107,50,215793,5411,212,556.92,7028.23,2024-03-29 06:00:00
camp_04291,US,sweepstakes,facebook,mobile,android,0.179,10,70566,1684,88,278.04,1031.3,2024-03-29 07:00:00
camp_02948,JP,sweepstakes,inapp,mobile,android,0.052,50,1959956,123031,2837,5570.14,19154.14,2024-03-29 07:00:00
camp_06171,ID,nutra,inapp,mobile,ios,0.586,100,179291,7150,149,4636.4,1870.32,2024-03-29 07:00:00
camp_02810,PH,ecommerce,native,mobile,ios,0.599,500,457460,8688,111,3828.51,505.93,2024-03-29 07:00:00
camp_02632,IT,finance,push,mobile,android,0.087,30,339428,27145,1479,2717.53,50485.41,2024-03-29 08:00:00
camp_06304,PH,nutra,google,tablet,android,0.73,50,35573,1444,49,1033.49,978.09,2024-03-29 09:00:00
camp_02675,IN,ecommerce,facebook,desktop,macos,0.163,30,180720,7848,128,924.19,597.95,2024-03-29 10:00:00
camp_01772,GB,crypto,inapp,desktop,macos,0.654,50,91270,4724,131,3054.15,5505.86,2024-03-29 10:00:00
camp_02674,US,dating,facebook,mobile,android,0.485,20,19330,676,30,248.25,238.88,2024-03-29 10:00:00
camp_07908,PL,gambling,native,desktop,windows,0.794,20,10829,589,14,558.56,396.57,2024-03-29 10:00:00
camp_02792,PL,finance,native,desktop,macos,0.647,50,69590,3749,218,2361.82,5393.38,2024-03-29 10:00:00
camp_06565,BR,dating,google,desktop,windows,0.332,50,72810,4869,170,1610.4,2082.1,2024-03-29 10:00:00
camp_00165,TR,sweepstakes,facebook,mobile,ios,0.146,30,227402,15540,319,2931.91,1167.36,2024-03-29 10:00:00
camp_02794,TR,dating,google,mobile,android,0.483,30,56557,3428,93,1386.2,644.54,2024-03-29 10:00:00
camp_07998,ID,nutra,google,mobile,android,0.847,10,11048,316,6,205.63,44.52,2024-03-29 11:00:00
camp_05807,US,dating,native,mobile,android,0.244,10,43222,1901,49,452.61,986.17,2024-03-29 11:00:00
camp_00978,PH,ecommerce,native,desktop,macos,0.448,20,42133,2782,91,984.93,542.59,2024-03-29 12:00:00
camp_03139,GB,crypto,tiktok,mobile,android,0.329,50,118235,3570,145,974.94,8242.86,2024-03-29 12:00:00
camp_07773,GB,ecommerce,google,mobile,android,0.213,10,38745,830,63,173.51,1233.2,2024-03-29 13:00:00
camp_06886,PH,finance,tiktok,mobile,ios,0.312,100,280845,9084,137,3250.26,1670.35,2024-03-29 13:00:00
camp_06691,PL,dating,native,mobile,android,0.703,200,233843,6635,296,4052.93,1850.67,2024-03-29 14:00:00
camp_06378,ID,gambling,native,mobile,android,0.163,10,62841,1512,30,314.75,222.54,2024-03-29 15:00:00
camp_07178,GB,gambling,facebook,mobile,android,0.114,10,52867,2291,15,240.11,842.25,2024-03-29 15:00:00
camp_03167,BR,nutra,facebook,mobile,android,0.373,20,158889,4837,131,1614.76,1543.22,2024-03-29 16:00:00
camp_06984,PL,nutra,native,mobile,ios,1.161,30,21514,319,12,423.72,118.02,2024-03-29 17:00:00
camp_04988,GB,gambling,push,mobile,android,0.306,100,734015,48878,1878,18213.82,210407.85,2024-03-29 17:00:00
camp_00976,US,ecommerce,push,mobile,ios,0.275,50,155626,9320,576,3204.21,19660.99,2024-03-29 17:00:00
camp_06601,GB,nutra,facebook,mobile,android,0.159,20,63191,1585,74,227.7,2901.79,2024-03-29 17:00:00
camp_01014,ID,nutra,push,tablet,android,0.208,20,42424,1727,41,431.07,453.13,2024-03-29 18:00:00
camp_05191,MX,dating,facebook,desktop,macos,0.323,100,167820,4816,48,1975.8,252.77,2024-03-29 18:00:00
camp_04865,US,gambling,push,mobile,ios,0.322,20,70628,2324,135,549.82,7413.76,2024-03-29 18:00:00
camp_02563,DE,nutra,google,mobile,android,0.234,50,402814,17293,1094,3139.34,52119.64,2024-03-29 19:00:00
camp_04718,PL,gambling,native,mobile,ios,0.418,100,256961,4563,143,2062.78,6108.99,2024-03-29 19:00:00
camp_00447,PL,ecommerce,facebook,mobile,android,0.368,100,396109,10034,1193,4164.23,10382.4,2024-03-29 19:00:00
camp_00429,GB,nutra,tiktok,mobile,ios,0.404,200,652286,9122,234,3407.64,6927.14,2024-03-29 19:00:00
camp_07021,PH,ecommerce,facebook,mobile,ios,0.233,50,297546,5175,143,1174.32,610.04,2024-03-29 20:00:00
camp_04543,NG,finance,facebook,desktop,macos,0.539,30,108896,2975,42,2005.14,383.12,2024-03-29 20:00:00
camp_01428,ID,nutra,tiktok,mobile,android,0.986,20,29845,309,10,336.33,163.12,2024-03-29 20:00:00
camp_07880,PH,ecommerce,inapp,mobile,ios,0.238,30,286357,9634,499,2830.45,2615.65,2024-03-29 20:00:00
camp_03868,DE,sweepstakes,push,mobile,ios,0.581,200,233534,9428,583,6169.92,6159.87,2024-03-29 20:00:00
camp_01643,PL,sweepstakes,facebook,mobile,ios,0.348,50,118787,1701,22,665.87,76.2,2024-03-29 21:00:00
camp_04271,ID,sweepstakes,google,mobile,android,0.024,20,881660,15893,433,466.69,1068.32,2024-03-29 22:00:00
camp_07129,ID,gambling,inapp,desktop,macos,0.1,20,157124,4208,44,516.04,785.09,2024-03-30 06:00:00
camp_05862,FR,dating,tiktok,mobile,android,0.207,50,213411,6542,225,1221.05,6120.79,2024-03-30 06:00:00
camp_01512,PH,gambling,native,tablet,ios,0.106,50,798189,18718,351,2172.35,9697.4,2024-03-30 06:00:00
camp_07462,GB,ecommerce,native,tablet,ios,0.27,30,177774,5946,255,1270.01,3341.23,2024-03-30 07:00:00
camp_04714,TH,dating,native,mobile,ios,0.147,50,486477,13040,206,1653.3,736.96,2024-03-30 07:00:00
camp_02064,TR,crypto,tiktok,mobile,android,0.12,100,590326,13117,232,1757.19,8829.12,2024-03-30 08:00:00
camp_03103,JP,sweepstakes,facebook,mobile,ios,0.128,30,154825,6096,323,994.24,5875.51,2024-03-30 08:00:00
camp_00528,DE,dating,tiktok,mobile,android,0.226,500,2455591,70193,3353,19694.8,84740.86,2024-03-30 08:00:00
camp_05257,PL,sweepstakes,google,mobile,ios,0.138,30,197337,11193,525,1775.79,1758.57,2024-03-30 09:00:00
camp_06726,ID,ecommerce,inapp,desktop,windows,0.168,200,514322,22474,779,4574.06,5137.28,2024-03-30 09:00:00
camp_04352,PL,ecommerce,google,mobile,android,0.133,20,197884,14515,1497,1995.48,34804.62,2024-03-30 11:00:00
camp_03562,NG,dating,facebook,mobile,ios,0.18,20,139014,4533,58,1012.01,138.6,2024-03-30 12:00:00
camp_00751,US,gambling,push,mobile,ios,0.136,30,56427,3485,81,357.68,6400.24,2024-03-30 13:00:00
camp_07437,IN,dating,facebook,desktop,windows,0.398,100,150028,4268,111,1579.77,153.45,2024-03-30 19:00:00
camp_04817,US,ecommerce,native,desktop,windows,0.169,500,4107000,126038,10856,23017.27,229763.0,2024-03-30 19:00:00
camp_05897,US,sweepstakes,google,mobile,android,0.14,50,481679,13363,246,1426.61,1886.32,2024-03-30 20:00:00
camp_05606,PL,finance,facebook,desktop,windows,0.716,30,111949,2675,134,2206.23,3932.5,2024-03-30 22:00:00
camp_01416,DE,crypto,tiktok,desktop,windows,0.262,30,92566,1378,22,268.28,578.48,2024-03-31 00:00:00
camp_00179,IT,dating,facebook,mobile,android,0.153,30,176984,2294,110,274.54,811.39,2024-03-31 01:00:00
camp_07699,IN,ecommerce,facebook,mobile,ios,0.183,50,454093,5885,98,1226.07,417.02,2024-03-31 01:00:00
camp_02496,DE,dating,tiktok,mobile,ios,0.372,200,435525,6179,626,2052.57,4826.84,2024-03-31 03:00:00
camp_07225,ID,finance,facebook,tablet,ios,0.314,50,247175,4610,122,1619.93,1787.15,2024-03-31 05:00:00
camp_03824,JP,dating,tiktok,mobile,android,0.071,50,803214,23893,540,1296.54,17667.56,2024-03-31 05:00:00
camp_02181,FR,ecommerce,facebook,mobile,android,0.148,500,5263345,112858,6068,21442.17,93460.23,2024-03-31 06:00:00
camp_02326,TR,sweepstakes,native,mobile,android,0.338,50,76887,2253,60,594.72,236.51,2024-03-31 07:00:00
camp_06966,PH,nutra,native,mobile,android,0.499,30,63817,2636,43,1230.35,198.27,2024-03-31 08:00:00
camp_00734,DE,ecommerce,native,desktop,macos,0.084,10,42485,1696,62,138.54,1250.8,2024-03-31 08:00:00
camp_02842,IN,dating,tiktok,desktop,windows,0.108,20,597189,17248,276,1836.36,734.21,2024-03-31 09:00:00
camp_05347,PH,sweepstakes,inapp,mobile,android,0.304,50,162075,7362,180,2038.19,732.7,2024-03-31 09:00:00
camp_07678,US,nutra,native,tablet,ios,0.17,100,570915,29857,3215,6310.49,299985.83,2024-03-31 10:00:00
camp_02927,US,crypto,facebook,mobile,ios,0.281,20,135666,5645,228,1943.83,9333.34,2024-03-31 10:00:00
camp_00539,PL,dating,tiktok,desktop,macos,0.207,20,165834,4133,124,748.83,1454.89,2024-03-31 10:00:00
camp_02047,TR,gambling,push,mobile,android,0.086,30,338185,21567,642,1314.95,23174.26,2024-03-31 11:00:00
camp_05447,PH,nutra,facebook,desktop,windows,0.31,20,53996,3189,104,1123.02,948.23,2024-03-31 12:00:00
camp_04096,PH,crypto,tiktok,mobile,android,0.616,100,97503,2633,43,1244.29,1400.56,2024-03-31 12:00:00
camp_02065,IN,nutra,push,desktop,windows,0.16,30,59625,7421,128,1229.57,1001.6,2024-03-31 12:00:00
camp_03012,TH,nutra,inapp,mobile,android,0.566,30,42335,3062,88,1993.85,1910.08,2024-03-31 12:00:00
camp_03773,PL,crypto,native,desktop,macos,0.571,10,14461,578,18,308.87,452.23,2024-03-31 13:00:00
camp_06686,TR,gambling,tiktok,desktop,windows,0.386,200,164769,9457,264,4063.14,4568.39,2024-03-31 13:00:00
camp_06201,ID,finance,facebook,mobile,ios,0.437,10,23296,726,25,340.95,482.43,2024-03-31 13:00:00
camp_01610,BR,crypto,push,mobile,android,0.105,100,1617387,135516,1399,13180.95,27930.83,2024-03-31 14:00:00
camp_04630,US,crypto,native,mobile,android,0.543,20,29040,1159,38,484.86,3924.67,2024-03-31 14:00:00
camp_02290,GB,dating,facebook,mobile,ios,0.311,100,728731,38826,2132,13715.36,15708.25,2024-03-31 15:00:00
camp_02684,BR,nutra,google,mobile,android,0.339,10,51157,3802,46,1511.55,911.34,2024-03-31 15:00:00
camp_01652,ID,nutra,facebook,mobile,android,0.387,20,44211,1736,94,688.82,1008.05,2024-03-31 15:00:00
camp_06972,TH,finance,facebook,tablet,ios,0.59,50,139714,2518,39,1657.19,610.8,2024-03-31 16:00:00
camp_04016,US,nutra,facebook,mobile,ios,0.238,200,478121,18437,1006,4395.58,70315.85,2024-03-31 17:00:00
camp_07152,IN,sweepstakes,facebook,mobile,android,0.488,10,36677,1058,14,566.18,48.03,2024-03-31 17:00:00
camp_01256,US,dating,tiktok,mobile,ios,0.082,50,406149,7313,446,478.2,6153.42,2024-03-31 18:00:00
camp_05967,PL,crypto,native,desktop,windows,0.227,100,282287,6417,135,1102.6,4728.17,2024-03-31 19:00:00
camp_00981,GB,dating,google,desktop,windows,0.053,30,646328,29500,1041,1140.61,24685.92,2024-03-31 20:00:00
camp_02401,FR,ecommerce,google,mobile,android,0.21,50,127463,2826,272,630.72,3542.25,2024-03-31 21:00:00
camp_07326,IT,gambling,facebook,desktop,macos,0.149,50,575885,14389,742,1999.89,20052.77,2024-03-31 22:00:00
camp_02328,US,gambling,facebook,mobile,android,0.191,30,377157,2731,178,600.95,15204.92,2024-03-31 22:00:00
camp_06244,FR,crypto,google,tablet,ios,0.054,50,937465,16786,512,1090.99,40221.58,2024-03-31 23:00:00
camp_07995,IN,sweepstakes,google,mobile,android,0.372,100,279951,7609,192,3626.05,729.79,2024-04-01 00:00:00
camp_03342,GB,dating,inapp,mobile,android,0.219,500,2235765,52224,2180,8498.19,12340.7,2024-04-01 00:00:00
camp_02978,GB,ecommerce,facebook,desktop,windows,0.112,10,210324,5700,478,468.61,7751.12,2024-04-01 00:00:00
camp_03134,GB,sweepstakes,native,desktop,windows,0.476,30,60144,1326,42,714.61,118.75,2024-04-01 03:00:00
camp_06120,TR,gambling,google,mobile,ios,0.124,50,498139,13218,158,2029.8,2908.43,2024-04-01 05:00:00
camp_03109,PL,crypto,google,mobile,ios,0.188,50,142936,4565,177,971.25,9970.44,2024-04-01 05:00:00
camp_01305,MX,sweepstakes,google,mobile,ios,0.36,50,216325,9842,551,3839.35,2267.46,2024-04-01 05:00:00
camp_04220,US,finance,facebook,mobile,ios,0.392,30,56891,2388,186,861.85,5742.34,2024-04-01 07:00:00
camp_02950,US,sweepstakes,push,desktop,windows,0.485,500,1527011,117056,4905,61128.28,56910.06,2024-04-01 08:00:00
camp_03706,MX,finance,push,mobile,ios,0.18,30,58712,4024,95,740.03,742.91,2024-04-01 08:00:00
camp_07659,PH,nutra,tiktok,mobile,android,0.225,30,69837,1153,21,268.77,110.74,2024-04-01 08:00:00
camp_07460,US,gambling,push,mobile,ios,0.334,20,136093,8506,452,2187.97,68993.92,2024-04-01 08:00:00
camp_01262,BR,crypto,google,mobile,ios,0.401,10,13800,1057,12,534.43,564.6,2024-04-01 09:00:00
camp_07230,FR,finance,google,mobile,ios,0.177,500,2453326,174465,10907,26897.23,417474.74,2024-04-01 09:00:00
camp_04447,PL,gambling,google,desktop,macos,0.135,500,11618655,673066,11028,116643.9,831661.25,2024-04-01 09:00:00
camp_03401,DE,crypto,push,mobile,android,0.206,50,150279,11208,213,1760.9,8432.71,2024-04-01 10:00:00
camp_04490,ID,finance,push,mobile,android,0.204,50,212669,8706,302,2236.85,6439.95,2024-04-01 10:00:00
camp_05648,ID,sweepstakes,inapp,desktop,windows,0.064,30,666222,31481,1022,2435.5,5510.64,2024-04-01 10:00:00
camp_03756,PL,nutra,push,mobile,ios,0.824,50,78239,3642,133,3620.46,1960.47,2024-04-01 10:00:00
camp_00054,DE,dating,google,mobile,ios,0.175,100,488422,24181,1097,3106.24,7440.19,2024-04-01 10:00:00
camp_00736,JP,ecommerce,push,mobile,android,0.128,100,2242801,104499,4431,10763.46,145178.02,2024-04-01 10:00:00
camp_01263,TR,ecommerce,push,mobile,android,0.481,50,129532,7726,287,3729.61,2838.74,2024-04-01 10:00:00
camp_06907,US,sweepstakes,push,mobile,android,0.849,20,8842,641,29,578.44,266.58,2024-04-01 10:00:00
camp_04178,DE,finance,inapp,desktop,macos,0.09,50,383214,15429,824,1291.61,22673.83,2024-04-01 10:00:00
camp_04114,MX,ecommerce,push,desktop,windows,0.097,50,324012,21827,1073,2390.9,5850.71,2024-04-01 11:00:00
camp_02556,ID,ecommerce,facebook,desktop,macos,0.06,100,3480951,154956,9359,9847.18,39677.51,2024-04-01 11:00:00
camp_06439,TH,nutra,push,mobile,android,0.352,50,213377,13506,344,4168.46,3313.22,2024-04-01 11:00:00
camp_05845,US,gambling,google,mobile,android,0.156,30,93355,3617,119,472.2,3598.08,2024-04-01 11:00:00
camp_00243,IN,ecommerce,google,tablet,android,0.178,100,922426,26819,497,5920.49,2883.73,2024-04-01 11:00:00
camp_00411,US,crypto,google,desktop,macos,0.164,500,2551559,170859,11985,22648.68,249591.45,2024-04-01 12:00:00
camp_02124,TH,gambling,facebook,mobile,ios,0.662,50,130323,6269,185,3844.93,1440.39,2024-04-01 12:00:00
camp_01426,TR,gambling,facebook,mobile,android,0.14,10,67598,2263,87,309.34,932.59,2024-04-01 12:00:00
camp_05611,TH,nutra,tiktok,desktop,windows,0.465,30,26438,786,18,439.38,316.91,2024-04-01 12:00:00
camp_02914,US,gambling,tiktok,desktop,windows,0.35,100,194627,7488,300,2838.46,10286.16,2024-04-01 13:00:00
camp_06018,GB,nutra,native,mobile,ios,0.43,50,115788,5225,331,1668.8,13941.79,2024-04-01 13:00:00
camp_03093,JP,crypto,native,mobile,android,0.081,30,251778,6420,117,527.63,4374.95,2024-04-01 13:00:00
camp_02666,PH,gambling,google,desktop,macos,0.117,100,765470,53498,745,6267.48,8361.67,2024-04-01 13:00:00
camp_01268,DE,crypto,google,desktop,windows,0.069,30,479988,36454,628,2133.1,59628.9,2024-04-01 13:00:00
camp_00041,US,crypto,google,desktop,macos,0.271,50,100457,4264,134,1413.82,17462.41,2024-04-01 14:00:00
camp_00988,IN,dating,google,mobile,ios,0.183,50,129572,6349,149,863.72,364.05,2024-04-01 14:00:00
camp_03204,US,finance,tiktok,mobile,ios,0.51,50,341306,12009,523,6055.56,67564.73,2024-04-01 14:00:00
camp_03086,IN,ecommerce,google,mobile,ios,0.167,30,306226,18959,916,3097.98,7052.2,2024-04-01 14:00:00
camp_03085,TH,dating,google,desktop,macos,0.08,200,3564650,176451,3882,12184.92,23242.12,2024-04-01 15:00:00
camp_01949,ID,gambling,push,tablet,ios,0.197,10,43699,1539,20,275.66,311.58,2024-04-01 15:00:00
camp_00209,IN,ecommerce,google,desktop,macos,0.233,20,107281,3819,117,1010.68,520.68,2024-04-01 15:00:00
camp_06679,MX,sweepstakes,push,tablet,android,0.125,30,142536,9494,283,877.68,1722.33,2024-04-01 16:00:00
camp_02095,US,crypto,facebook,mobile,android,0.077,10,281208,11441,140,1091.39,15896.91,2024-04-01 16:00:00
camp_02197,DE,ecommerce,tiktok,desktop,windows,0.331,30,70624,1270,86,525.01,974.66,2024-04-01 16:00:00
camp_00044,NG,dating,facebook,mobile,android,0.218,200,655361,15400,324,2746.29,829.78,2024-04-01 16:00:00
camp_04680,GB,crypto,facebook,desktop,windows,0.274,10,21793,638,21,126.39,1523.36,2024-04-01 16:00:00
camp_06556,BR,sweepstakes,tiktok,mobile,ios,0.297,30,113801,2955,84,717.55,307.65,2024-04-01 16:00:00
camp_05933,US,finance,facebook,mobile,android,0.449,10,26064,1011,67,505.86,3411.64,2024-04-01 17:00:00
camp_07912,ID,crypto,native,desktop,windows,0.166,200,2180681,68610,803,10937.51,23527.38,2024-04-01 18:00:00
camp_03607,BR,ecommerce,facebook,mobile,ios,0.448,20,34090,710,43,348.45,784.25,2024-04-01 21:00:00
camp_04929,US,finance,facebook,mobile,ios,0.372,30,141612,1920,105,528.61,2996.09,2024-04-01 21:00:00
camp_07835,US,gambling,native,desktop,macos,0.141,10,115575,1384,40,197.96,1556.33,2024-04-01 22:00:00
camp_02306,TH,nutra,google,mobile,android,0.094,30,233342,5044,167,459.81,3240.96,2024-04-01 22:00:00
camp_06092,JP,ecommerce,push,mobile,ios,0.506,30,44004,712,50,260.96,1569.71,2024-04-02 00:00:00
camp_03511,TR,finance,google,desktop,windows,0.443,50,167219,4741,100,2124.74,2625.73,2024-04-02 03:00:00
camp_03972,US,ecommerce,push,mobile,ios,0.328,50,195098,5185,623,2184.25,8673.69,2024-04-02 04:00:00
camp_03270,US,dating,facebook,desktop,macos,0.09,50,1085124,27106,1860,2610.54,20760.85,2024-04-02 05:00:00
camp_04971,DE,ecommerce,tiktok,desktop,macos,0.696,500,1327475,25615,2084,17464.37,70083.54,2024-04-02 05:00:00
camp_07081,ID,crypto,push,mobile,ios,0.205,20,72150,3841,134,853.1,684.95,2024-04-02 06:00:00
camp_05196,DE,gambling,facebook,mobile,android,0.14,50,342191,8384,210,1238.23,8488.8,2024-04-02 06:00:00
camp_00721,IT,finance,tiktok,mobile,android,0.097,50,418446,4137,193,363.55,6849.94,2024-04-02 06:00:00
camp_06110,PL,sweepstakes,facebook,desktop,windows,0.354,50,339844,14318,276,5684.27,1359.98,2024-04-02 07:00:00
camp_04011,US,gambling,push,mobile,android,0.133,20,247106,9487,302,957.83,13088.19,2024-04-02 07:00:00
camp_04109,PL,ecommerce,tiktok,mobile,android,0.341,100,129041,3308,289,909.93,3550.42,2024-04-02 07:00:00
camp_04184,TR,ecommerce,push,mobile,android,0.394,20,27779,1666,42,839.7,243.77,2024-04-02 07:00:00
camp_01395,PH,finance,google,mobile,android,0.21,30,106777,3971,74,836.69,490.34,2024-04-02 08:00:00
camp_05424,PL,ecommerce,facebook,mobile,ios,0.168,50,304654,9858,376,2015.39,3031.03,2024-04-02 08:00:00
camp_05356,DE,gambling,inapp,tablet,ios,2.295,30,7551,136,3,230.32,123.2,2024-04-02 08:00:00
camp_02126,BR,dating,tiktok,mobile,ios,0.294,20,134297,3968,60,1166.96,553.99,2024-04-02 09:00:00
camp_07100,GB,gambling,inapp,desktop,windows,0.127,500,8156500,258376,7157,39654.09,466536.84,2024-04-02 09:00:00
camp_06024,GB,nutra,google,mobile,ios,0.168,50,403036,23411,1124,3807.4,62116.28,2024-04-02 09:00:00
camp_07558,US,sweepstakes,google,tablet,ios,0.315,200,364181,14757,458,4459.38,7153.76,2024-04-02 09:00:00
camp_02858,TR,ecommerce,tiktok,mobile,ios,0.102,30,412470,11453,385,1481.61,3423.76,2024-04-02 09:00:00
camp_04187,BR,nutra,push,desktop,windows,0.16,500,2383452,161048,7753,24776.78,95951.99,2024-04-02 10:00:00
camp_00658,DE,nutra,push,mobile,android,0.172,50,203324,8329,351,1682.83,10314.33,2024-04-02 10:00:00
camp_01359,IT,ecommerce,tiktok,mobile,ios,0.115,100,1062118,20822,448,2214.63,9329.21,2024-04-02 10:00:00
camp_01944,DE,dating,tiktok,mobile,ios,0.386,10,17360,541,56,204.44,626.13,2024-04-02 10:00:00
camp_07024,US,crypto,google,desktop,macos,0.185,30,180264,13240,606,2144.4,96495.31,2024-04-02 10:00:00
camp_02030,US,dating,tiktok,desktop,windows,0.244,50,158994,7645,343,2239.68,4367.26,2024-04-02 10:00:00
camp_00141,BR,gambling,facebook,mobile,android,0.084,10,175012,10166,134,909.8,2985.02,2024-04-02 10:00:00
camp_06866,JP,dating,facebook,desktop,macos,0.246,50,502981,19483,736,5364.51,7318.96,2024-04-02 11:00:00
camp_04600,FR,gambling,native,mobile,ios,0.482,200,356340,12005,313,7128.5,30110.24,2024-04-02 11:00:00
camp_04280,DE,crypto,facebook,mobile,ios,0.075,100,1603895,47189,1446,3402.6,147326.54,2024-04-02 11:00:00
camp_00371,IN,dating,facebook,mobile,android,0.276,20,53061,2719,81,930.51,330.2,2024-04-02 11:00:00
camp_02339,US,gambling,inapp,mobile,ios,0.088,100,612585,32393,1028,3342.01,54683.3,2024-04-02 12:00:00
camp_04637,US,ecommerce,native,mobile,ios,0.256,500,4836333,213947,24928,45833.29,517089.76,2024-04-02 12:00:00
camp_01613,PL,nutra,tiktok,mobile,android,0.238,50,161822,4417,329,941.39,10766.51,2024-04-02 13:00:00
camp_02318,NG,ecommerce,facebook,mobile,ios,0.321,20,81441,4160,145,1354.69,315.33,2024-04-02 13:00:00
camp_02594,BR,crypto,push,mobile,android,0.137,100,1437056,73858,2746,8987.28,76321.47,2024-04-02 13:00:00
camp_07393,PL,nutra,facebook,desktop,windows,0.081,50,415640,21679,642,1236.29,8275.89,2024-04-02 14:00:00
camp_04557,BR,nutra,native,mobile,ios,0.162,100,529842,13342,508,2142.37,5721.08,2024-04-02 14:00:00
camp_00426,MX,crypto,inapp,mobile,android,0.085,10,40381,2134,19,148.14,607.66,2024-04-02 14:00:00
camp_04387,TR,gambling,facebook,desktop,windows,0.088,10,55098,2591,64,228.82,1769.37,2024-04-02 14:00:00
camp_06203,NG,gambling,facebook,mobile,ios,0.058,50,1000019,42360,211,2168.47,7267.84,2024-04-02 14:00:00
camp_07214,BR,finance,native,mobile,android,0.165,50,711731,27556,772,4567.48,9324.87,2024-04-02 15:00:00
camp_05866,GB,finance,push,tablet,ios,0.235,200,725601,34762,3393,7026.37,192729.96,2024-04-02 15:00:00
camp_02755,NG,nutra,google,mobile,ios,0.074,10,98276,4359,59,305.49,395.15,2024-04-02 15:00:00
camp_07518,IN,finance,inapp,mobile,android,0.156,100,1509608,61413,651,11385.76,5134.1,2024-04-02 15:00:00
camp_05450,GB,gambling,inapp,mobile,android,0.236,20,60566,2910,95,551.74,6120.16,2024-04-02 15:00:00
camp_05946,ID,ecommerce,google,mobile,ios,0.207,30,70935,1258,32,255.42,161.98,2024-04-02 15:00:00
camp_01072,DE,nutra,google,mobile,android,0.577,50,166465,5045,371,2672.98,14082.63,2024-04-02 16:00:00
camp_05475,US,finance,facebook,mobile,ios,0.069,100,3117802,118651,8891,5855.9,399235.85,2024-04-02 16:00:00
camp_01904,US,crypto,push,mobile,ios,0.209,100,540195,51721,1746,8206.67,207814.01,2024-04-02 16:00:00
camp_04961,US,ecommerce,inapp,mobile,ios,0.032,50,1047989,36017,3831,1362.37,88966.95,2024-04-02 17:00:00
camp_06041,IN,dating,facebook,desktop,macos,0.082,100,1020479,17285,285,1688.58,1041.54,2024-04-02 18:00:00
camp_06877,GB,nutra,push,mobile,ios,0.049,100,3291607,97722,5533,4222.77,175239.05,2024-04-02 18:00:00
camp_01332,TH,dating,inapp,mobile,ios,0.188,100,418645,23754,415,3993.91,2509.0,2024-04-02 19:00:00
camp_07630,PH,ecommerce,facebook,desktop,windows,0.175,50,175247,10061,212,1997.55,2065.35,2024-04-02 19:00:00
camp_07917,BR,finance,google,tablet,android,0.104,30,162321,4531,143,435.57,2339.7,2024-04-02 20:00:00
camp_02965,BR,gambling,native,mobile,ios,0.212,50,235436,3539,26,633.76,898.4,2024-04-02 20:00:00
camp_00608,GB,gambling,native,desktop,macos,0.169,200,1916393,31640,1087,4143.26,99820.07,2024-04-02 21:00:00
camp_07735,IT,ecommerce,google,mobile,ios,0.448,20,30274,469,18,191.11,308.05,2024-04-02 23:00:00
camp_07844,GB,finance,tiktok,mobile,ios,0.154,200,1422488,11603,754,1720.61,73579.3,2024-04-03 02:00:00
camp_03962,FR,dating,tiktok,mobile,android,0.042,500,6854441,146871,5679,7234.19,161614.56,2024-04-03 07:00:00
camp_02552,US,nutra,tiktok,tablet,android,0.137,100,462554,7860,275,985.77,21998.75,2024-04-03 07:00:00
camp_01425,NG,gambling,push,mobile,ios,0.252,500,2500996,129232,1215,33387.63,12564.88,2024-04-03 08:00:00
camp_05912,PH,dating,native,desktop,windows,0.294,10,24805,581,23,158.77,126.64,2024-04-03 08:00:00
camp_04577,MX,dating,google,mobile,ios,0.099,20,333625,8996,227,843.62,2335.65,2024-04-03 09:00:00
camp_03828,IT,gambling,push,mobile,ios,0.126,50,738792,35898,1575,5396.55,88545.55,2024-04-03 09:00:00
camp_01070,GB,dating,tiktok,mobile,android,0.526,10,21341,735,41,400.5,1196.02,2024-04-03 10:00:00
camp_06849,ID,ecommerce,facebook,mobile,ios,0.37,500,2459231,101269,1871,45056.25,13673.58,2024-04-03 11:00:00
camp_02235,DE,gambling,push,mobile,ios,0.774,50,111978,9684,493,7930.06,46659.25,2024-04-03 11:00:00
camp_07849,BR,finance,native,mobile,android,1.395,100,59928,2818,81,2785.41,1342.33,2024-04-03 11:00:00
camp_06537,US,finance,push,mobile,ios,0.183,10,42059,2117,189,324.08,7626.91,2024-04-03 11:00:00
camp_02168,US,nutra,google,mobile,ios,0.395,50,172818,7191,641,3237.32,66654.96,2024-04-03 12:00:00
camp_07793,PH,nutra,tiktok,desktop,windows,0.204,30,137813,4600,119,894.0,1374.75,2024-04-03 12:00:00
camp_05036,PH,nutra,inapp,mobile,ios,0.143,30,153959,7412,205,893.13,1488.69,2024-04-03 13:00:00
camp_02303,IT,crypto,google,desktop,macos,0.16,100,537639,27745,293,4497.45,10982.84,2024-04-03 13:00:00
camp_01492,IT,gambling,tiktok,mobile,android,0.206,10,52293,1442,38,260.12,3649.33,2024-04-03 13:00:00
camp_05376,JP,gambling,push,desktop,windows,0.285,50,88935,11190,701,2509.29,71166.89,2024-04-03 14:00:00
camp_00088,TR,crypto,google,mobile,ios,0.115,200,1921590,82837,1557,12198.92,44547.66,2024-04-03 14:00:00
camp_02279,PH,dating,push,desktop,macos,0.782,30,21667,2415,104,1640.71,365.75,2024-04-03 14:00:00
