ad_id,ad_text,vertical,geo,impressions,clicks,conversions,ctr,cr
ad_0439,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,GB,90835,2366,7,0.02605,0.00298
ad_0440,Фитнес-тренер раскрыл секрет: минус 12кг за 5 дней. Попробуй бесплатно!,nutra,TR,127372,7307,21,0.05737,0.00294
ad_0441,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IN,11075,166,0,0.01505,0.00206
ad_0442,"Играй в лучшие слоты. Бонус 500€, вейджер x35. Регистрируйся",gambling,ID,61398,1360,4,0.02216,0.00309
ad_0443,"Минус 12кг за 3 дней! 100,000+ отзывов. Скидка 70% только сегодня 🔥",nutra,TR,176510,13317,54,0.07545,0.00406
ad_0444,"Похудей на 5кг без спорта и диет! 1,000+ довольных клиентов. Закажи сейчас",nutra,PH,33179,1548,6,0.04668,0.00391
ad_0445,Ставки на спорт. Бонусы и акции для клиентов,betting,GB,74329,1642,4,0.0221,0.00257
ad_0446,Продукт для снижения веса. Попробуйте и оцените результат,nutra,TR,110710,1966,2,0.01776,0.00151
ad_0447,"Букмекер с лицензией. 1,000+ видов спорта. Фрибет до 100%€",betting,US,152276,7790,48,0.05116,0.00622
ad_0448,"Играй в лучшие слоты. Бонус 200%, вейджер x30. Регистрируйся",gambling,TR,106279,2051,3,0.0193,0.00161
ad_0449,Продукт для снижения веса. Попробуйте и оцените результат,nutra,PH,149141,2350,1,0.01576,0.00074
ad_0450,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IT,165181,3105,5,0.0188,0.00167
ad_0451,Получи 500€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,GB,102831,8416,80,0.08185,0.00961
ad_0452,Ставки на Premier League и другие лиги. Бонус 200€€ для новых клиентов,betting,MX,57181,1590,4,0.02782,0.00282
ad_0453,Натуральный продукт для снижения веса. До минус 15кг за месяц,nutra,MX,15552,308,0,0.01983,0.00149
ad_0454,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 50€",gambling,US,129189,12788,193,0.09899,0.01515
ad_0455,"⚡ ПОСЛЕДНИЙ ДЕНЬ: KetoMax со скидкой 70%. Уже 1,000+ заказов",nutra,PH,90974,4304,13,0.04732,0.00303
ad_0456,"⚡ ПОСЛЕДНИЙ ДЕНЬ: BurnPro со скидкой 70%. Уже 5,000+ заказов",nutra,TR,160641,10192,62,0.06345,0.00611
ad_0457,Букмекер онлайн. Множество событий для ставок каждый день,betting,MX,138618,1348,1,0.00973,0.00106
ad_0458,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,PH,152567,2253,2,0.01477,0.00094
ad_0459,Букмекер онлайн. Множество событий для ставок каждый день,betting,PH,9361,66,0,0.00713,0.00076
ad_0460,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,TR,33732,529,0,0.01569,0.00115
ad_0461,"🏆 10,000 тысяч игроков выбрали нас. Фрибет 200€€. Присоединяйся!",betting,IT,161476,7158,25,0.04433,0.00359
ad_0462,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IN,156643,2172,1,0.01387,0.00088
ad_0463,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,BR,18462,271,0,0.01471,0.00099
ad_0464,"⚡ ПОСЛЕДНИЙ ДЕНЬ: NaturThin со скидкой 70%. Уже 1,000+ заказов",nutra,PH,43738,3305,14,0.07558,0.00445
ad_0465,"Минус 5кг за 3 дней! 50,000+ отзывов. Скидка 60% только сегодня 🔥",nutra,BR,87232,5657,38,0.06486,0.00684
ad_0466,"Букмекер с лицензией. 50,000+ видов спорта. Фрибет до 50€€",betting,GB,112577,2729,3,0.02425,0.00125
ad_0467,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,IT,128628,3101,3,0.02411,0.00124
ad_0468,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,US,41197,877,1,0.02129,0.00158
ad_0469,Похудение без диет. NaturThin со скидкой 50%. Бесплатная доставка,nutra,BR,142750,3988,5,0.02794,0.00142
ad_0470,"1,000+ событий каждый день. Фрибет 500€€ при регистрации. Успей забрать!",betting,TR,94738,2229,6,0.02353,0.00306
ad_0471,Средство для похудения. Натуральные компоненты. Закажите,nutra,TR,193986,3650,4,0.01882,0.0011
ad_0472,Снижение веса естественным путём. Закажи NaturThin сегодня,nutra,IN,55400,1749,2,0.03158,0.00137
ad_0473,"Играй в лучшие слоты. Бонус 200%, вейджер x35. Регистрируйся",gambling,IN,83017,977,0,0.01178,0.00077
ad_0474,Делайте ставки на спортивные события. Широкая линия,betting,BR,189808,2380,3,0.01254,0.00135
ad_0475,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,TR,96436,1801,3,0.01868,0.00208
ad_0476,"Похудей на 15кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,IN,182372,5370,14,0.02945,0.00272
ad_0477,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,ID,108424,1490,1,0.01375,0.00115
ad_0478,"🏆 100,000 тысяч игроков выбрали нас. Фрибет 100%€. Присоединяйся!",betting,GB,192207,11222,75,0.05839,0.0067
ad_0479,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,TR,120966,1366,1,0.0113,0.00103
ad_0480,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,IN,130587,1945,2,0.0149,0.00133
ad_0481,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,BR,146184,2569,4,0.01758,0.00174
ad_0482,Делайте ставки на спортивные события. Широкая линия,betting,MX,76203,886,1,0.01163,0.00179
ad_0483,Надёжное казино с быстрыми выплатами. До 50€ бонус на депозит,gambling,DE,158834,5838,29,0.03676,0.00505
ad_0484,🎰 50€ бонус на первый депозит! Только 5 дней. Играй и выигрывай!,gambling,BR,172233,10191,31,0.05917,0.00308
ad_0485,Получи 500€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,US,91584,7991,45,0.08726,0.00569
ad_0486,Врачи в шоке: этот метод убирает 8кг без диет. Успей со скидкой 30%!,nutra,PH,149271,7139,16,0.04783,0.00236
ad_0487,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,ID,129701,1809,1,0.01395,0.00063
ad_0488,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,BR,80299,1128,0,0.01405,0.00068
ad_0489,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IN,20509,141,0,0.00692,0.00087
ad_0490,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 100€ бонус + 50 фриспинов. Осталось 12ч,gambling,IT,114546,8251,54,0.07204,0.00655
ad_0491,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,US,109069,2329,3,0.02136,0.00168
ad_0492,Ставки на спорт. Бонусы и акции для клиентов,betting,GB,80882,1454,1,0.01798,0.00127
ad_0493,"Выиграй до 10,000€ с бонусом 100€! Начни с 10€ депозита",gambling,US,79596,5461,38,0.06862,0.00714
ad_0494,"Спортивные ставки онлайн. Бонус 500€€, вывод за 24 часа",betting,MX,40179,702,1,0.01749,0.00176
ad_0495,"Похудей на 5кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,PH,91686,3889,5,0.04242,0.00138
ad_0496,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,PH,72440,980,0,0.01354,0.00088
ad_0497,"Минус 15кг за 7 дней! 100,000+ отзывов. Скидка 40% только сегодня 🔥",nutra,GB,51004,4623,23,0.09064,0.005
ad_0498,Натуральное средство для стройности. Простой заказ онлайн,nutra,ID,117119,2113,2,0.01805,0.00131
ad_0499,Врачи в шоке: этот метод убирает 12кг без диет. Успей со скидкой 30%!,nutra,TR,53439,2095,5,0.03921,0.00279
