ad_id,ad_text,vertical,geo,impressions,clicks,conversions,ctr,cr,has_number,has_urgency,has_social_proof,emotion,cta_strength,length_category,key_benefit,ad_idx
ad_0301,Играйте в казино онлайн. Множество слотов и настольных игр,gambling,IN,85998,1186,1,0.0138,0.00166,False,False,False,excitement,3,short,Множество слотов и настольных игр,301
ad_0302,⚽ Фрибет 150%€ без условий! Ставь на Premier League сегодня. Коэфы до 50x,betting,TR,23241,1050,8,0.04519,0.00794,True,True,False,excitement,4,short,Фрибет 150% без условий,302
ad_0303,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,US,144062,10033,38,0.06965,0.00384,True,True,False,excitement,4,short,Получи 50€ фриспинов,303
ad_0304,"Казино с лицензией. 100,000+ игр. Бонус до 500€ для новых игроков",gambling,ID,46263,751,1,0.01625,0.00204,True,False,False,greed,2,short,Большой бонус и огромный выбор игр,304
ad_0305,Делайте ставки на спортивные события. Широкая линия,betting,IN,90035,1009,1,0.01121,0.0011,False,False,False,excitement,3,short,Широкая линия ставок на спорт,305
ad_0306,Врачи в шоке: этот метод убирает 5кг без диет. Успей со скидкой 40%!,nutra,IT,46264,3205,9,0.06929,0.00297,True,True,True,excitement,4,short,убирает 5кг без диет,306
ad_0307,Средство для похудения. Натуральные компоненты. Закажите,nutra,US,26386,1445,4,0.05477,0.00342,False,False,False,neutral,3,short,натуральное похудение,307
ad_0308,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,PH,116152,1227,1,0.01057,0.00131,False,False,False,neutral,2,short,онлайн ставки на спорт,308
ad_0309,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IT,113575,3630,12,0.03197,0.00342,False,False,False,excitement,4,short,"Высокие коэффициенты, быстрые выплаты",309
ad_0310,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,BR,139308,1799,2,0.01292,0.00149,False,True,False,excitement,4,short,простая регистрация,310
ad_0311,"Казино с лицензией. 100,000+ игр. Бонус до 100% для новых игроков",gambling,TR,182790,7987,41,0.0437,0.00523,True,False,False,greed,2,short,Лицензированное казино с большим выбором игр и бонусом для новых игроков,311
ad_0312,"BurnPro — проверенное средство. 1,000+ положительных отзывов",nutra,IT,16905,1057,3,0.06255,0.00322,True,False,True,neutral,1,short,проверенное средство с множественными положительными отзывами,312
ad_0313,Надёжное казино с быстрыми выплатами. До 100% бонус на депозит,gambling,ID,7015,129,0,0.01841,0.00142,True,False,False,greed,2,short,быстрые выплаты и бонус на депозит,313
ad_0314,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 24ч,gambling,IN,80876,2912,11,0.03601,0.004,True,True,False,excitement,4,short,200€ бонус + 100 фриспинов,314
ad_0315,⚽ Фрибет 500€€ без условий! Ставь на Bundesliga сегодня. Коэфы до 10x,betting,DE,38865,1778,12,0.04576,0.00724,True,True,False,greed,4,short,Фрибет 500€€ без условий,315
ad_0316,Делайте ставки на спортивные события. Широкая линия,betting,MX,65322,746,0,0.01143,0.00101,False,False,False,neutral,3,short,широкая линия ставок,316
ad_0317,Натуральное средство для стройности. Простой заказ онлайн,nutra,MX,180124,1858,0,0.01032,0.00038,False,False,False,neutral,2,short,натуральное средство для стройности,317
ad_0318,"Букмекер с лицензией. 10,000+ видов спорта. Фрибет до 200€€",betting,DE,119352,4901,20,0.04107,0.0042,True,False,False,greed,3,short,Фрибет до 200€,318
ad_0319,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,PH,25411,154,0,0.00608,0.00033,False,False,False,excitement,4,short,выигрыш призов,319
ad_0320,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 100€€",betting,IT,190990,4891,20,0.02561,0.00423,True,False,False,greed,3,short,Лицензированный букмекер с большим выбором спорта и бонусом,320
ad_0321,"Похудей на 12кг без спорта и диет! 10,000+ довольных клиентов. Закажи сейчас",nutra,ID,10467,427,0,0.04088,0.00156,True,True,True,greed,4,short,Похудение на 12кг без усилий,321
ad_0322,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,GB,167037,3861,8,0.02312,0.00213,False,True,False,excitement,4,short,простая регистрация для всех,322
ad_0323,LIVE ставки на Champions League! Бонус 500€€ + кэшбэк 10%. Начни сейчас 🔥,betting,TR,119209,2369,4,0.01988,0.00196,True,True,False,excitement,4,short,Бонус 500€ + кэшбэк 10%,323
ad_0324,Похудение без диет. NaturThin со скидкой 30%. Бесплатная доставка,nutra,ID,86336,1740,2,0.02016,0.00149,True,False,False,greed,2,short,Похудение без диет,324
ad_0325,Известный блогер раскрыл секрет: минус 8кг за 7 дней. Попробуй бесплатно!,nutra,TR,138820,6721,27,0.04842,0.00407,True,True,True,excitement,4,short,быстрое похудение,325
ad_0326,Похудение без диет. KetoMax со скидкой 70%. Бесплатная доставка,nutra,DE,96586,3561,5,0.03687,0.00159,True,False,False,greed,2,short,Похудение без диет,326
ad_0327,Ставки на спорт с коэфами до 20x. 100%€ фрибет — только 5 дней!,betting,GB,56713,5950,63,0.10493,0.01068,True,True,False,greed,4,short,высокие коэффициенты и бесплатная ставка,327
ad_0328,"10,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,IT,51437,3344,17,0.06503,0.00516,True,True,True,excitement,4,short,возможность выиграть и получить бонус,328
ad_0329,"NaturThin — проверенное средство. 1,000+ положительных отзывов",nutra,PH,183555,4860,7,0.02648,0.00152,True,False,True,neutral,1,short,проверенное средство с положительными отзывами,329
ad_0330,Эффективное средство для похудения. Скидка 50% на первый заказ,nutra,IT,44572,1517,2,0.03404,0.00173,True,False,False,greed,3,short,похудение со скидкой,330
ad_0331,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,DE,120922,4079,11,0.03374,0.00287,False,False,False,excitement,4,short,высокие коэффициенты и быстрые выплаты,331
ad_0332,Продукт для снижения веса. Попробуйте и оцените результат,nutra,IN,77004,750,0,0.00975,0.0006,False,False,False,neutral,3,short,снижение веса,332
ad_0333,Эффективное средство для похудения. Скидка 70% на первый заказ,nutra,US,24448,1171,5,0.04792,0.00451,True,False,False,greed,3,short,эффективное похудение со скидкой,333
ad_0334,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,PH,14858,130,0,0.00877,0.00122,False,False,False,greed,4,short,высокие коэффициенты и быстрые выплаты,334
ad_0335,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,TR,80255,1605,1,0.02,0.00086,False,True,False,excitement,4,short,лучшее онлайн казино,335
ad_0336,Надёжное казино с быстрыми выплатами. До 100€ бонус на депозит,gambling,DE,137924,5511,15,0.03996,0.00286,True,False,False,greed,3,short,быстрые выплаты и бонус на депозит,336
ad_0337,Лучшие коэффициенты на Champions League. Начни с бонуса 100€€,betting,PH,122894,1194,0,0.00972,0.00077,True,False,False,greed,4,short,Лучшие коэффициенты и бонус 100€,337
ad_0338,Эффективное средство для похудения. Скидка 70% на первый заказ,nutra,BR,129683,3087,7,0.02381,0.00242,True,False,False,greed,3,short,похудение со скидкой,338
ad_0339,"Минус 10кг за 2 дней! 10,000+ отзывов. Скидка 30% только сегодня 🔥",nutra,GB,137264,20194,261,0.14712,0.01293,True,True,True,excitement,4,short,быстрое похудение,339
ad_0340,"Минус 12кг за 5 дней! 5,000+ отзывов. Скидка 70% только сегодня 🔥",nutra,GB,142035,19808,118,0.13946,0.00596,True,True,True,excitement,4,short,Быстрое похудение,340
ad_0341,Эффективное средство для похудения. Скидка 50% на первый заказ,nutra,GB,79158,3409,10,0.04307,0.00299,True,False,False,greed,3,short,похудение со скидкой,341
ad_0342,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,ID,93700,882,1,0.00942,0.00117,False,True,False,excitement,4,short,Простая регистрация и доступность для всех,342
ad_0343,"Минус 10кг за 7 дней! 10,000+ отзывов. Скидка 30% только сегодня 🔥",nutra,IT,151266,13269,62,0.08772,0.0047,True,True,True,excitement,4,short,Быстрая потеря веса,343
ad_0344,"Похудей на 15кг без спорта и диет! 100,000+ довольных клиентов. Закажи сейчас",nutra,ID,44419,2314,8,0.05211,0.00357,True,True,True,excitement,4,short,Похудение на 15кг без усилий,344
ad_0345,Лучшие коэффициенты на Premier League. Начни с бонуса 50€€,betting,DE,96703,2442,8,0.02526,0.00358,True,False,False,greed,4,short,Лучшие коэффициенты и бонус 50€,345
ad_0346,"10,000+ событий каждый день. Фрибет 100€€ при регистрации. Успей забрать!",betting,ID,86155,1978,5,0.02296,0.00276,True,True,False,greed,4,short,Фрибет 100€€ при регистрации,346
ad_0347,Средство для похудения. Натуральные компоненты. Закажите,nutra,ID,91108,1569,1,0.01723,0.00094,False,False,False,neutral,3,short,натуральное похудение,347
ad_0348,Получи 50€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,MX,180756,9561,27,0.0529,0.00291,True,True,False,excitement,5,short,Получить 50€ фриспинов бесплатно,348
ad_0349,Ставки на La Liga и другие лиги. Бонус 100%€ для новых клиентов,betting,MX,85967,2872,9,0.03341,0.00316,True,False,False,greed,3,short,100% бонус для новых клиентов,349
ad_0350,Лучшие слоты онлайн. Бонус 200€ на первый депозит. Играй сейчас,gambling,BR,132473,4315,15,0.03258,0.00357,True,True,True,greed,4,short,бонус 200€ на первый депозит,350
ad_0351,"10,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 150%",gambling,BR,82540,3588,8,0.04347,0.00228,True,True,True,excitement,4,short,бонус и возможность выигрыша,351
ad_0352,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,MX,146497,1265,1,0.00864,0.00083,False,False,False,greed,4,short,Казино с бонусами и бесплатной регистрацией,352
ad_0353,"Минус 8кг за 7 дней! 1,000+ отзывов. Скидка 70% только сегодня 🔥",nutra,MX,103754,5263,27,0.05073,0.00515,True,True,True,excitement,4,short,Быстрое похудение,353
ad_0354,"1,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,GB,48395,2329,14,0.04813,0.00641,True,True,True,excitement,4,short,денежный выигрыш с бонусом,354
ad_0355,"Минус 8кг за 2 дней! 100,000+ отзывов. Скидка 60% только сегодня 🔥",nutra,PH,165063,9725,33,0.05892,0.00343,True,True,True,excitement,4,short,Быстрое похудение,355
ad_0356,Ставки на спорт с коэфами до 20x. 100€€ фрибет — только 5 дней!,betting,PH,127949,2955,7,0.0231,0.0026,True,True,False,excitement,3,short,высокие коэффициенты до 20x и фрибет 100€,356
ad_0357,Онлайн казино. Широкий выбор игр. Бонусы для игроков,gambling,TR,154532,2571,4,0.01664,0.00185,False,False,False,excitement,2,short,широкий выбор игр и бонусы,357
ad_0358,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,PH,78864,957,1,0.01214,0.00127,False,True,False,excitement,4,short,Простая регистрация и доступность для всех,358
ad_0359,"Спортивные ставки онлайн. Бонус 500€€, вывод за 24 часа",betting,MX,47482,801,1,0.01688,0.00166,True,True,False,greed,3,short,бонус и быстрый вывод,359
ad_0360,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 200€",gambling,IT,18678,1307,4,0.06998,0.00335,True,True,True,excitement,4,short,денежный выигрыш и бонус,360
ad_0361,Натуральное средство для стройности. Простой заказ онлайн,nutra,PH,102311,776,0,0.00759,0.00057,False,False,False,neutral,2,short,натуральное средство для стройности,361
ad_0362,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,DE,140242,3713,5,0.02648,0.0015,False,False,False,neutral,2,short,эффективное похудение,362
ad_0363,Получи 200€ фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,IN,47024,1842,6,0.03919,0.00348,True,True,False,excitement,5,short,200€ фриспинов бесплатно,363
ad_0364,Ставки на спорт. Бонусы и акции для клиентов,betting,PH,139572,1053,0,0.00755,0.0006,False,False,False,greed,2,short,бонусы и акции,364
ad_0365,Получи 150% фриспинов прямо сейчас! Регистрация за 30 секунд 🔥,gambling,ID,123260,5470,14,0.04438,0.00265,True,True,False,excitement,5,short,150% фриспинов,365
ad_0366,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 100%€",betting,US,136598,5478,13,0.04011,0.00241,True,False,False,greed,2,short,Лицензированный букмекер с большим выбором спорта и фрибетом до 100%,366
ad_0367,"Букмекер с лицензией. 100,000+ видов спорта. Фрибет до 100%€",betting,BR,63861,1840,6,0.02882,0.00332,True,False,False,greed,2,short,Лицензированный букмекер с большим выбором спорта и бонусом до 100%,367
ad_0368,Добро пожаловать в мир азарта. Играйте и выигрывайте призы,gambling,TR,30974,323,0,0.01045,0.00112,False,False,False,excitement,4,short,выигрывайте призы,368
ad_0369,Продукт для снижения веса. Попробуйте и оцените результат,nutra,TR,43285,892,1,0.02062,0.00168,False,False,False,neutral,3,short,снижение веса,369
ad_0370,"Выиграй до 1,000,000€ с бонусом 200€! Начни с 20€ депозита",gambling,US,41383,1230,1,0.02974,0.00162,True,False,False,greed,4,short,"Возможность выиграть до 1,000,000€ с бонусом 200€",370
ad_0371,"SlimFit — проверенное средство. 1,000+ положительных отзывов",nutra,PH,25768,555,0,0.02156,0.0013,True,False,True,neutral,1,short,проверенное средство с положительными отзывами,371
ad_0372,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 200€ бонус + 100 фриспинов. Осталось 48ч,gambling,IN,34146,1380,3,0.04042,0.0026,True,True,False,excitement,4,short,200€ бонус + 100 фриспинов,372
ad_0373,"🏆 10,000 тысяч игроков выбрали нас. Фрибет 100%€. Присоединяйся!",betting,BR,67505,2426,6,0.03594,0.00287,True,False,True,excitement,4,short,Фрибет 100%,373
ad_0374,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IT,21464,522,0,0.02433,0.0016,False,False,False,excitement,4,short,высокие коэффициенты и быстрые выплаты,374
ad_0375,Надёжное казино с быстрыми выплатами. До 100€ бонус на депозит,gambling,PH,9308,160,0,0.01728,0.00092,True,False,False,greed,3,short,быстрые выплаты и бонус на депозит,375
ad_0376,Снижение веса естественным путём. Закажи KetoMax сегодня,nutra,MX,193362,3768,6,0.01949,0.0016,False,True,False,greed,4,short,снижение веса естественным путём,376
ad_0377,"Казино с лицензией. 1,000+ игр. Бонус до 100% для новых игроков",gambling,IN,97488,1799,5,0.01846,0.00325,True,False,False,greed,2,short,лицензированное казино с большим выбором игр и щедрым бонусом,377
ad_0378,"Казино с лицензией. 10,000+ игр. Бонус до 150% для новых игроков",gambling,IT,142228,6275,23,0.04412,0.00373,True,False,False,greed,2,short,Большой бонус до 150% и огромный выбор игр,378
ad_0379,"Спортивные ставки онлайн. Бонус 100€€, вывод за 24 часа",betting,DE,137992,3292,9,0.02386,0.00294,True,True,False,greed,3,short,быстрый вывод средств и бонус,379
ad_0380,"Минус 5кг за 2 дней! 5,000+ отзывов. Скидка 60% только сегодня 🔥",nutra,MX,102858,6222,23,0.0605,0.00377,True,True,True,excitement,4,short,Быстрое похудение,380
ad_0381,Ставки на Champions League и другие лиги. Бонус 200€€ для новых клиентов,betting,US,95387,8314,70,0.08717,0.00847,True,False,False,greed,3,short,Бонус 200€€ для новых клиентов,381
ad_0382,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,DE,157542,4283,7,0.02719,0.00176,False,False,False,greed,4,short,бонусы и бесплатная регистрация,382
ad_0383,"⚡ ПОСЛЕДНИЙ ДЕНЬ: BurnPro со скидкой 50%. Уже 10,000+ заказов",nutra,TR,173505,10254,61,0.0591,0.00603,True,True,True,fear,3,short,скидка 50%,383
ad_0384,Играйте в казино онлайн. Множество слотов и настольных игр,gambling,PH,130444,1237,1,0.00949,0.00131,False,False,False,excitement,3,short,Множество слотов и настольных игр,384
ad_0385,Продукт для снижения веса. Попробуйте и оцените результат,nutra,GB,40350,1169,1,0.02899,0.00147,False,False,False,neutral,3,short,снижение веса,385
ad_0386,🎰 200% бонус на первый депозит! Только 5 дней. Играй и выигрывай!,gambling,PH,16483,865,4,0.05251,0.00562,True,True,False,greed,4,short,200% бонус на первый депозит,386
ad_0387,Лучшие слоты онлайн. Бонус 200% на первый депозит. Играй сейчас,gambling,US,140104,9873,34,0.07047,0.00352,True,True,True,greed,4,short,Бонус 200% на первый депозит,387
ad_0388,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,MX,71404,1265,2,0.01773,0.00165,False,False,False,greed,4,short,высокие коэффициенты и быстрые выплаты,388
ad_0389,"Выиграй до 10,000€ с бонусом 200%! Начни с 20€ депозита",gambling,BR,92012,2619,7,0.02847,0.00274,True,False,False,greed,4,short,крупный выигрыш с высоким бонусом при минимальном депозите,389
ad_0390,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,DE,101474,2504,4,0.02468,0.00165,False,True,False,excitement,4,short,простая регистрация,390
ad_0391,Делайте ставки на спортивные события. Широкая линия,betting,ID,120274,1362,1,0.01133,0.00136,False,False,False,neutral,3,short,Широкая линия ставок на спортивные события,391
ad_0392,"5,000+ событий каждый день. Фрибет 500€€ при регистрации. Успей забрать!",betting,TR,101297,3775,19,0.03727,0.00515,True,True,False,greed,4,short,Фрибет 500€€ при регистрации,392
ad_0393,Продукт для снижения веса. Попробуйте и оцените результат,nutra,IN,26656,382,0,0.01436,0.00099,False,False,False,neutral,3,short,снижение веса,393
ad_0394,Врачи в шоке: этот метод убирает 12кг без диет. Успей со скидкой 70%!,nutra,ID,52305,2158,3,0.04126,0.0015,True,True,True,excitement,4,short,похудение без диет,394
ad_0395,Эффективное средство для похудения. Скидка 30% на первый заказ,nutra,IN,25989,681,1,0.02624,0.00168,True,False,False,greed,3,short,Эффективное средство для похудения,395
ad_0396,"🏆 1,000 тысяч игроков выбрали нас. Фрибет 500€€. Присоединяйся!",betting,IN,193131,5316,9,0.02753,0.00188,True,False,True,excitement,4,short,Фрибет 500€€,396
ad_0397,Делайте ставки на спортивные события. Широкая линия,betting,GB,121367,1836,3,0.01513,0.00208,False,False,False,neutral,3,short,Широкая линия ставок на спортивные события,397
ad_0398,⚽ Фрибет 50€€ без условий! Ставь на La Liga сегодня. Коэфы до 50x,betting,PH,76973,2662,11,0.03459,0.00424,True,True,False,excitement,4,short,Фрибет 50€ без условий,398
ad_0399,Врачи в шоке: этот метод убирает 12кг без диет. Успей со скидкой 50%!,nutra,US,139502,11800,60,0.08459,0.00512,True,True,True,excitement,4,short,похудение на 12кг без диет,399
ad_0400,"Минус 12кг за 5 дней! 1,000+ отзывов. Скидка 30% только сегодня 🔥",nutra,GB,38090,5607,42,0.14722,0.00757,True,True,True,excitement,4,short,быстрое похудение,400
ad_0401,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,BR,174125,2425,2,0.01393,0.00097,False,False,False,excitement,4,short,бесплатная регистрация с бонусами,401
ad_0402,"Букмекер с лицензией. 10,000+ видов спорта. Фрибет до 100€€",betting,TR,163621,2861,4,0.01749,0.00159,True,False,False,greed,3,short,Фрибет до 100€,402
ad_0403,Лучшие слоты онлайн. Бонус 200% на первый депозит. Играй сейчас,gambling,PH,121376,3572,7,0.02943,0.00204,True,True,False,greed,4,short,Бонус 200% на первый депозит,403
ad_0404,"100,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 100€",gambling,IT,109342,9698,52,0.0887,0.00543,True,True,True,excitement,4,short,Бонус 100€ и возможность выиграть как другие игроки,404
ad_0405,Ставки на спорт с коэфами до 10x. 100%€ фрибет — только 3 дней!,betting,IN,135821,3430,7,0.02526,0.00221,True,True,False,greed,4,short,высокие коэффициенты до 10x и 100% фрибет,405
ad_0406,Начните путь к стройности сегодня. Наш продукт поможет вам,nutra,ID,152239,3069,3,0.02016,0.00128,False,True,False,excitement,4,short,путь к стройности,406
ad_0407,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,IN,73233,966,0,0.0132,0.00068,False,False,False,greed,4,short,бесплатная регистрация с бонусами,407
ad_0408,Известный блогер раскрыл секрет: минус 12кг за 7 дней. Попробуй бесплатно!,nutra,PH,37148,1038,2,0.02795,0.00219,True,True,True,excitement,4,short,быстрое похудение,408
ad_0409,"Попробуй удачу в 5,000+ играх. Быстрые выплаты, бонус 150%",gambling,DE,28013,1418,7,0.05064,0.00558,True,False,False,excitement,3,short,большой выбор игр и высокий бонус,409
ad_0410,Средство для похудения. Натуральные компоненты. Закажите,nutra,TR,96075,1350,1,0.01406,0.00129,False,False,False,neutral,2,short,натуральное похудение,410
ad_0411,Похудение без диет. BurnPro со скидкой 70%. Бесплатная доставка,nutra,DE,83631,5858,22,0.07005,0.00377,True,False,False,greed,3,short,Похудение без диет,411
ad_0412,Казино с бонусами. Регистрация бесплатна. Начните играть,gambling,GB,99763,1896,4,0.01901,0.00235,False,False,False,excitement,4,short,бесплатная регистрация с бонусами,412
ad_0413,Врачи в шоке: этот метод убирает 8кг без диет. Успей со скидкой 40%!,nutra,BR,67058,5144,20,0.07671,0.00393,True,True,True,excitement,4,short,похудение на 8кг без диет,413
ad_0414,Ставки на Serie A и другие лиги. Бонус 100€€ для новых клиентов,betting,US,101707,4208,15,0.04138,0.0038,True,False,False,greed,2,short,бонус 100 евро для новых клиентов,414
ad_0415,"10,000+ событий каждый день. Фрибет 100€€ при регистрации. Успей забрать!",betting,MX,22235,551,1,0.0248,0.00188,True,True,False,greed,4,short,Фрибет 100€€ при регистрации,415
ad_0416,Делайте ставки на спортивные события. Широкая линия,betting,ID,193447,1551,0,0.00802,0.00064,False,False,False,excitement,3,short,Широкая линия ставок,416
ad_0417,"Букмекер с лицензией. 5,000+ видов спорта. Фрибет до 200€€",betting,MX,155706,3224,7,0.02071,0.00222,True,False,False,greed,2,short,Лицензированный букмекер с большим выбором спорта и бонусом,417
ad_0418,Лучшие слоты онлайн. Бонус 50€ на первый депозит. Играй сейчас,gambling,GB,24441,2088,10,0.08547,0.00507,True,True,True,greed,4,short,Бонус 50€ на первый депозит,418
ad_0419,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,PH,140622,1850,2,0.01316,0.00123,False,False,False,neutral,2,short,онлайн ставки на спорт,419
ad_0420,Ставки на спорт. Бонусы и акции для клиентов,betting,GB,149520,2658,5,0.01778,0.00218,False,False,False,greed,2,short,бонусы и акции,420
ad_0421,"⚡ ПОСЛЕДНИЙ ДЕНЬ: SlimFit со скидкой 60%. Уже 50,000+ заказов",nutra,IT,37548,2415,10,0.06432,0.00433,True,True,True,fear,3,short,скидка 60%,421
ad_0422,"Похудей на 8кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,GB,89583,7834,47,0.08746,0.00608,True,True,True,excitement,4,short,Похудей на 8кг без спорта и диет,422
ad_0423,Эффективное средство для похудения. Скидка 70% на первый заказ,nutra,BR,79461,2684,11,0.03378,0.00423,True,False,False,greed,3,short,похудение со скидкой,423
ad_0424,⚡ ГОРЯЩЕЕ ПРЕДЛОЖЕНИЕ: 50€ бонус + 200 фриспинов. Осталось 12ч,gambling,IN,168845,5112,10,0.03028,0.00207,True,True,False,excitement,4,short,50€ бонус + 200 фриспинов,424
ad_0425,"Спортивные ставки онлайн. Бонус 100%€, вывод за 24 часа",betting,IT,136746,2883,5,0.02109,0.00179,True,True,False,greed,3,short,бонус 100% и быстрый вывод средств,425
ad_0426,Снижение веса естественным путём. Закажи KetoMax сегодня,nutra,GB,49879,1763,5,0.03536,0.00303,False,True,False,excitement,4,short,снижение веса естественным путём,426
ad_0427,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,IT,163633,4935,7,0.03016,0.00152,False,False,False,neutral,2,short,эффективное похудение,427
ad_0428,⚽ Фрибет 200€€ без условий! Ставь на Champions League сегодня. Коэфы до 5x,betting,IT,16917,799,4,0.04728,0.00545,True,True,False,excitement,4,short,Фрибет 200€ без условий,428
ad_0429,"Похудей на 15кг без спорта и диет! 50,000+ довольных клиентов. Закажи сейчас",nutra,IT,114205,6676,28,0.05846,0.00424,True,True,True,greed,4,short,Похудение на 15кг без усилий,429
ad_0430,"BurnPro — проверенное средство. 1,000+ положительных отзывов",nutra,US,173272,9952,21,0.05744,0.00219,True,False,True,neutral,1,short,проверенное средство с множеством положительных отзывов,430
ad_0431,Ставки на спорт с коэфами до 20x. 200€€ фрибет — только 2 дней!,betting,PH,123893,4828,32,0.03897,0.00668,True,True,False,greed,4,short,высокие коэффициенты и большой фрибет,431
ad_0432,"5,000+ игроков уже выиграли сегодня. Твоя очередь! Бонус 500€",gambling,US,131943,9535,49,0.07227,0.00515,True,True,True,excitement,4,short,возможность выиграть с бонусом 500€,432
ad_0433,Ставки на Premier League и другие лиги. Бонус 100€€ для новых клиентов,betting,BR,86941,2641,8,0.03038,0.00336,True,False,False,greed,3,short,Бонус 100€€ для новых клиентов,433
ad_0434,Худейте эффективно с нашим продуктом. Доставка по всей стране,nutra,TR,95536,1667,3,0.01745,0.00191,False,False,False,neutral,2,short,эффективное похудение,434
ad_0435,Спортивные ставки для всех. Простая регистрация. Начните сегодня,betting,GB,102134,2403,4,0.02353,0.00185,False,True,False,excitement,4,short,простая регистрация,435
ad_0436,Врачи в шоке: этот метод убирает 10кг без диет. Успей со скидкой 40%!,nutra,MX,127282,4368,7,0.03432,0.00165,True,True,True,excitement,4,short,убирает 10кг без диет,436
ad_0437,"Попробуй удачу в 50,000+ играх. Быстрые выплаты, бонус 150%",gambling,IN,30378,747,2,0.0246,0.00337,True,False,False,excitement,3,short,Большой выбор игр и высокий бонус,437
ad_0438,"Казино с лицензией. 1,000+ игр. Бонус до 200€ для новых игроков",gambling,IN,114611,2356,4,0.02056,0.00176,True,False,False,greed,2,short,Бонус до 200€ для новых игроков,438
ad_0439,Лучшее онлайн казино для вас. Попробуйте свою удачу сегодня,gambling,GB,90835,2366,7,0.02605,0.00298,False,True,False,excitement,4,short,лучшее онлайн казино,439
ad_0440,Фитнес-тренер раскрыл секрет: минус 12кг за 5 дней. Попробуй бесплатно!,nutra,TR,127372,7307,21,0.05737,0.00294,True,True,True,excitement,4,short,быстрое похудение на 12кг за 5 дней,440
ad_0441,"Делай ставки на спорт. Высокие коэффициенты, быстрые выплаты",betting,IN,11075,166,0,0.01505,0.00206,False,False,False,greed,4,short,высокие коэффициенты и быстрые выплаты,441
ad_0442,"Играй в лучшие слоты. Бонус 500€, вейджер x35. Регистрируйся",gambling,ID,61398,1360,4,0.02216,0.00309,True,False,True,greed,4,short,Бонус 500€,442
ad_0443,"Минус 12кг за 3 дней! 100,000+ отзывов. Скидка 70% только сегодня 🔥",nutra,TR,176510,13317,54,0.07545,0.00406,True,True,True,greed,4,short,Быстрое похудение,443
ad_0444,"Похудей на 5кг без спорта и диет! 1,000+ довольных клиентов. Закажи сейчас",nutra,PH,33179,1548,6,0.04668,0.00391,True,True,True,greed,4,short,Похудение на 5кг без усилий,444
ad_0445,Ставки на спорт. Бонусы и акции для клиентов,betting,GB,74329,1642,4,0.0221,0.00257,False,False,False,greed,2,short,бонусы и акции,445
ad_0446,Продукт для снижения веса. Попробуйте и оцените результат,nutra,TR,110710,1966,2,0.01776,0.00151,False,False,False,neutral,3,short,снижение веса,446
ad_0447,"Букмекер с лицензией. 1,000+ видов спорта. Фрибет до 100%€",betting,US,152276,7790,48,0.05116,0.00622,True,False,False,greed,2,short,Лицензированный букмекер с большим выбором спорта и бонусом,447
ad_0448,"Играй в лучшие слоты. Бонус 200%, вейджер x30. Регистрируйся",gambling,TR,106279,2051,3,0.0193,0.00161,True,False,True,greed,4,short,бонус 200%,448
ad_0449,Продукт для снижения веса. Попробуйте и оцените результат,nutra,PH,149141,2350,1,0.01576,0.00074,False,False,False,neutral,3,short,снижение веса,449
ad_0450,Букмекерская контора. Ставки на спорт онлайн. Регистрация,betting,IT,165181,3105,5,0.0188,0.00167,False,False,False,neutral,2,short,онлайн ставки на спорт,450
